trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.148064066343714,59.148064066343714,3,3,3,115,34,103,16,10,3,3,331,0,634,1803,96,124,510,243,391,0.06286836935166994,63.4,39.1,acbba_entry:391;collision_intent:124;state:119,0.10000000000000009,0.14320388349514568,known_visit_core_500,10,4,8
481,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,58.53822199295081,58.53822199295081,1,1,1,68,34,70,2,3,0,0,383,0,407,1182,37,75,332,147,260,0.03722334004024145,40.7,26.0,acbba_entry:260;collision_intent:75;state:72,0.3999999999999999,0.3214285714285714,known_visit_core_500,10,4,8
482,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.460680494171406,44.460680494171406,0,0,0,82,26,86,0,12,0,0,253,0,480,1377,60,87,393,173,307,0.05102040816326531,48.0,30.7,acbba_entry:307;collision_intent:87;state:86,0.30000000000000004,0.15116279069767447,known_visit_core_500,10,4,8
483,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,37.19313738600962,37.19313738600962,0,0,0,65,22,68,1,0,0,0,216,0,300,860,38,70,230,139,161,0.055232558139534885,30.0,16.1,acbba_entry:161;collision_intent:70;state:69,0.3500000000000001,0.22058823529411775,known_visit_core_500,10,4,8
484,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,52.62846101938784,52.62846101938784,3,3,3,79,29,71,12,11,1,1,324,0,461,1328,52,85,376,168,293,0.04622222222222222,46.1,29.3,acbba_entry:293;collision_intent:85;state:83,0.1499999999999999,0.2077464788732395,known_visit_core_500,10,4,8
485,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,58.48099968129555,58.48099968129555,3,3,3,86,34,79,11,9,2,2,361,0,482,1383,61,94,388,184,298,0.05249569707401033,48.2,29.8,acbba_entry:298;collision_intent:94;state:90,0.1499999999999999,0.24367088607594933,known_visit_core_500,10,4,8
486,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.11340600058532,38.11340600058532,0,0,0,73,22,77,0,10,0,0,212,0,459,1321,54,76,383,153,306,0.047079337401918046,45.9,30.6,acbba_entry:306;collision_intent:76;state:77,0.10000000000000009,0.07467532467532467,known_visit_core_500,10,4,8
487,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,55.75858335284282,55.75858335284282,2,2,2,85,25,81,8,7,3,2,345,0,490,1415,52,98,392,187,303,0.0443307757885763,49.0,30.3,acbba_entry:303;collision_intent:98;state:89,0.30000000000000004,0.1141975308641976,known_visit_core_500,10,4,8
488,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,58.37113675818228,58.37113675818228,3,3,3,79,34,77,6,2,1,1,368,0,394,1138,41,84,310,167,227,0.04422869471413161,39.4,22.7,acbba_entry:227;collision_intent:84;state:83,0.3999999999999999,0.3474025974025974,known_visit_core_500,10,4,8
489,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,65.61905181679468,65.61905181679468,1,1,1,73,38,75,2,0,0,0,432,0,310,892,35,78,232,155,155,0.050505050505050504,31.0,15.5,acbba_entry:155;collision_intent:78;state:77,0.6000000000000001,0.33666666666666667,known_visit_core_500,10,4,8
490,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,64.25942285844383,64.25942285844383,2,2,2,99,37,94,9,13,17,3,376,0,548,1588,53,106,442,209,339,0.0400604686318972,54.8,33.9,acbba_entry:339;collision_intent:106;state:103,0.25,0.17553191489361697,known_visit_core_500,10,4,8
491,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.88217267902634,42.88217267902634,0,0,0,76,24,79,1,7,0,0,251,0,431,1248,42,83,348,163,268,0.040345821325648415,43.1,26.8,acbba_entry:268;collision_intent:83;state:80,0.25,0.09177215189873422,known_visit_core_500,10,4,8
492,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.061731672459324,56.061731672459324,1,1,1,76,32,73,7,9,18,1,342,0,439,1252,62,81,358,161,278,0.05788982259570495,43.9,27.8,acbba_entry:278;collision_intent:81;state:80,0.3999999999999999,0.22945205479452047,known_visit_core_500,10,4,8
493,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,50.46783538087492,50.46783538087492,2,2,2,101,27,99,6,19,0,0,279,0,740,2127,90,114,626,219,521,0.048,74.0,52.1,acbba_entry:521;collision_intent:114;state:105,0.1499999999999999,0.05808080808080818,known_visit_core_500,10,4,8
494,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,65.74892280678942,65.74892280678942,0,0,0,52,38,56,0,5,0,0,463,0,349,1011,33,56,293,112,237,0.03767123287671233,34.9,23.7,acbba_entry:237;collision_intent:56;state:56,0.6000000000000001,0.4553571428571428,known_visit_core_500,10,4,8
495,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,56.68786610760698,56.68786610760698,2,2,2,96,34,94,6,7,0,0,330,0,477,1366,62,101,376,201,276,0.05511111111111111,47.7,27.6,acbba_entry:276;collision_intent:101;state:100,0.25,0.12234042553191493,known_visit_core_500,10,4,8
496,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,52.276600348224214,52.276600348224214,1,1,1,103,30,96,11,12,9,1,289,0,589,1698,66,109,480,216,373,0.04592901878914405,58.9,37.3,acbba_entry:373;collision_intent:109;state:107,0.1499999999999999,0.125,known_visit_core_500,10,4,8
497,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.23912159543039,48.23912159543039,0,0,0,89,28,92,1,4,0,0,275,0,515,1480,62,93,422,186,329,0.04908946951702296,51.5,32.9,acbba_entry:329;collision_intent:93;state:93,0.10000000000000009,0.10869565217391308,known_visit_core_500,10,4,8
498,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,33.89897385940147,33.89897385940147,1,1,1,54,20,57,1,1,1,1,207,0,376,1075,50,59,317,117,259,0.052742616033755275,37.6,25.9,acbba_entry:259;collision_intent:59;state:58,0.25,0.14473684210526305,known_visit_core_500,10,4,8
499,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,63.87327961360428,63.87327961360428,0,0,0,70,37,74,0,3,3,2,416,0,406,1167,48,82,324,156,250,0.04953560371517028,40.6,25.0,acbba_entry:250;collision_intent:82;state:74,0.55,0.31081081081081074,known_visit_core_500,10,4,8
